6.139431255689368205e-01,1.482189820274255387e+00,-6.139431255689368205e-01,3.960485276759307394e-01,-3.280382356210854167e-01,4.979417026256531542e-02
6.122718848207396869e-01,1.470728047752264622e+00,-6.048360419862535142e-01,3.925770984652649509e-01,-3.247830175726637014e-01,4.873586059320884206e-02
6.255131472221132638e-01,1.371623669014077507e+00,-5.802233672938473807e-01,3.546232064245274374e-01,-3.322617820725778381e-01,3.948021398808956861e-02
6.194513850925474907e-01,1.359022699529233824e+00,-5.752440837608124857e-01,3.513149878343724830e-01,-3.291033683554901446e-01,3.921844241945807163e-02
6.134857339028616519e-01,1.346479707893262434e+00,-5.702106854485418097e-01,3.479418494700016184e-01,-3.259729951114428426e-01,3.902244978047146595e-02
6.075955655241555009e-01,1.333990273676883609e+00,-5.651432651626295822e-01,3.445260073422226066e-01,-3.229053128042309595e-01,3.888151507575376281e-02
6.017670347417876098e-01,1.321551823184697882e+00,-5.600554187990656185e-01,3.412298497757500493e-01,-3.198301114896897612e-01,3.861183851612869783e-02
5.966636664027862302e-01,1.308991489969842936e+00,-5.555143361543376512e-01,3.380855851422917557e-01,-3.173226905374297302e-01,3.879072368240017721e-02
5.909261728426405957e-01,1.296652572007363169e+00,-5.504064494704079546e-01,3.348235637374228357e-01,-3.142836233109088662e-01,3.849918308167359776e-02
5.860964766668427250e-01,1.284144954469374600e+00,-5.459980140756776068e-01,3.318426030111346070e-01,-3.119805812947315515e-01,3.887261677859671360e-02
5.804281496966832155e-01,1.271903695064396933e+00,-5.408891431608684464e-01,3.286154990861870351e-01,-3.089694501528620352e-01,3.855830491796160414e-02
5.751622740906644493e-01,1.259619671449909273e+00,-5.360761041618912204e-01,3.252867674817149224e-01,-3.062157976758201339e-01,3.863955520775868430e-02
5.695566384395530646e-01,1.247474215651817042e+00,-5.309815671548093752e-01,3.221285407386345057e-01,-3.032418301241464054e-01,3.828460711230410873e-02
5.639813603790805319e-01,1.235376207727859832e+00,-5.258984099198765749e-01,3.189687381540902145e-01,-3.002794780816293030e-01,3.794182848976616201e-02
5.584351426129178231e-01,1.223325692079841431e+00,-5.208280591085506783e-01,3.157445617927506221e-01,-2.973175611733845369e-01,3.766244367851983438e-02
5.529169550911149367e-01,1.211322744229003101e+00,-5.157716759903184789e-01,3.125907975994055565e-01,-2.943791606312678999e-01,3.733551463412867338e-02
5.475294470895466503e-01,1.199343347166921037e+00,-5.108057418161658925e-01,3.094803338599735887e-01,-2.915433356258489428e-01,3.706752235202913359e-02
5.420640705019300620e-01,1.187436070534456878e+00,-5.057792821592680399e-01,3.063697752610307079e-01,-2.886343825406724739e-01,3.672603923032287387e-02
5.366321950564229004e-01,1.175574978446452867e+00,-5.007745375285707068e-01,3.033071631157053250e-01,-2.857644838282320521e-01,3.636667067964285266e-02
5.312183143553342868e-01,1.163763639183610143e+00,-4.957813857558742709e-01,3.002118301950683632e-01,-2.828871698779302779e-01,3.603506537622095524e-02
5.258296303701477381e-01,1.152000455744558005e+00,-4.908056893623524153e-01,2.971677702016068401e-01,-2.800224091765556311e-01,3.567430969274833219e-02
5.204658432493602938e-01,1.140285561958469085e+00,-4.858478720738625412e-01,2.941335484553019852e-01,-2.771709458670795767e-01,3.531702744746131883e-02
5.151267050956749305e-01,1.128619092506903510e+00,-4.809083032012205772e-01,2.911203015646023906e-01,-2.743354479744456453e-01,3.495524484500906609e-02
5.098120105355871123e-01,1.117001181927714804e+00,-4.759873069421733938e-01,2.881229316406053731e-01,-2.715110185030676915e-01,3.459207900436029465e-02
5.045215892138458225e-01,1.105431963864784040e+00,-4.710851697939064664e-01,2.851377675122380717e-01,-2.686978679163287698e-01,3.423040860140049574e-02
4.992552997707527251e-01,1.093911570498942387e+00,-4.662021465087352601e-01,2.821636547341452306e-01,-2.658959275936395583e-01,3.387112544695011079e-02
4.940130249723588274e-01,1.082440132113834830e+00,-4.613384649162397544e-01,2.792007218493574028e-01,-2.631058669440037856e-01,3.351430498011758602e-02
4.887946677447886357e-01,1.071017776763269147e+00,-4.564943298558037932e-01,2.762498391014049370e-01,-2.603281627910239981e-01,3.315943348807787877e-02
4.836001479233357769e-01,1.059644630015566191e+00,-4.516699264054069851e-01,2.733116165100016315e-01,-2.575629408040668311e-01,3.280611990656238930e-02
4.784293995709145153e-01,1.048320814756843022e+00,-4.468654225495071741e-01,2.703862352940715752e-01,-2.548101842545383855e-01,3.245426245889941608e-02
4.732823687532689561e-01,1.037046451039744799e+00,-4.420809713966932231e-01,2.674737445879202813e-01,-2.520698634764722557e-01,3.210385316366665132e-02
4.681590116830612325e-01,1.025821655967497525e+00,-4.373167130335538499e-01,2.645741662344179290e-01,-2.493419573512448972e-01,3.175490410571168987e-02
4.630592931637444454e-01,1.014646543605587814e+00,-4.325727760827577928e-01,2.616875179868959345e-01,-2.466264529799761795e-01,3.140743022770420279e-02
4.579831852785254953e-01,1.003521224915200349e+00,-4.278492790192218176e-01,2.588138180790300336e-01,-2.439233434037748616e-01,3.106144561518770289e-02
4.529306662808231243e-01,9.924458077038927906e-01,-4.231463312873111060e-01,2.559530857811627702e-01,-2.412326258639759524e-01,3.071696286492439643e-02
4.479017196512658505e-01,9.814203965900050175e-01,-4.184640342535358437e-01,2.531053411444573742e-01,-2.385543006292733526e-01,3.037399315525764545e-02
4.428963332930364039e-01,9.704450929780614743e-01,-4.138024820225502665e-01,2.502706046507916504e-01,-2.358883701986523307e-01,3.003254644700462106e-02
4.379144988426867391e-01,9.595199950430324254e-01,-4.091617621390223891e-01,2.474488969174817032e-01,-2.332348387401925183e-01,2.969263167784381291e-02
4.329562110777767092e-01,9.486451977217497111e-01,-4.045419561937808606e-01,2.446402384727012491e-01,-2.305937116804119280e-01,2.935425692319775653e-02
4.280214674060454083e-01,9.378207927101362973e-01,-3.999431403493379222e-01,2.418446495893721293e-01,-2.279649953931614514e-01,2.901742952414586990e-02
4.231102674235283079e-01,9.270468684651743674e-01,-3.953653857972168617e-01,2.390621501627477052e-01,-2.253486969569817311e-01,2.868215618854372262e-02
4.182226125312013543e-01,9.163235102107503138e-01,-3.908087591573793373e-01,2.362927596197150482e-01,-2.227448239613308012e-01,2.834844307150662795e-02
4.133585056015005033e-01,9.056507999466837378e-01,-3.862733228283064535e-01,2.335364968510600658e-01,-2.201533843488898134e-01,2.801629584020060015e-02
4.085179506874875299e-01,8.950288164603750207e-01,-3.817591352948701555e-01,2.307933801604734048e-01,-2.175743862852806410e-01,2.768571972665911929e-02
4.037009527686148402e-01,8.844576353406156111e-01,-3.772662513999798239e-01,2.280634272259068895e-01,-2.150078380501349862e-01,2.735671957137677038e-02
3.989075175279981900e-01,8.739373289931884337e-01,-3.727947225850380408e-01,2.253466550701631876e-01,-2.124537479451393540e-01,2.702929985971268614e-02
3.941376511569007479e-01,8.634679666579484492e-01,-3.683445971034521316e-01,2.226430800384867070e-01,-2.099121242158166478e-01,2.670346475260916563e-02
3.893913601827884707e-01,8.530496144271371151e-01,-3.639159202108032676e-01,2.199527177815311929e-01,-2.073829749845801929e-01,2.637921811276908515e-02
3.846686513178639300e-01,8.426823352647146992e-01,-3.595087343347326825e-01,2.172755832425134759e-01,-2.048663081931560437e-01,2.605656352715349927e-02
3.799695313254396467e-01,8.323661890265434682e-01,-3.551230792271541925e-01,2.146116906476628061e-01,-2.023621315528690567e-01,2.573550432646974639e-02
