7.837703849247796839e-01,-4.990827450212053651e-01,-9.417895436331070146e-04,-4.041772140364412874e-02,-1.910725943177552226e-04,-4.664322362626727517e-03,-8.560378612444045562e-03,3.648931458991373777e-02,4.052574460859933309e-02,-4.121116191180823618e-02,1.413859884113142021e-02,-1.482401614434016891e-02,0.000000000000000000e+00
7.879519783945002631e-01,-5.001662950063602286e-01,2.416463876475555966e-03,-1.404177214036441412e-01,-1.001910725943177677e-01,9.533567763737327283e-02,-1.085603786124440528e-01,1.364893145899137572e-01,-5.947425539140067247e-02,5.878883808819176937e-02,4.971026080680923664e-02,8.517598385565983143e-02,0.000000000000000000e+00
7.878067200582895557e-01,-4.999754795845532951e-01,2.592573352862616656e-03,-1.753352534956652276e-01,-8.152424243606594401e-02,5.128077412061982782e-02,-9.640592766203155695e-02,1.660158193255086290e-01,-5.260277452694631789e-02,6.284066182469529027e-02,5.422702758953115709e-02,9.158252167389582810e-02,0.000000000000000000e+00
7.873028574164518956e-01,-4.991703111679521299e-01,2.897605191456995802e-03,-2.030399365897359309e-01,-4.933393700799993536e-02,-1.790843732677809691e-02,-7.270783618479562116e-02,1.887039255253932235e-01,-2.452709240977040545e-02,6.778669009630611253e-02,7.413483109165423801e-02,1.046964285605594125e-01,0.000000000000000000e+00
7.861352153465435144e-01,-4.963249317666901250e-01,4.382193849717596137e-03,-2.251652228139003342e-01,-7.907827848262111159e-02,6.323130063659929134e-02,-1.374370169166310163e-01,2.064919045036257561e-01,6.971051307015282972e-02,1.024112447994697528e-01,1.494443440699056436e-01,1.582490757653944036e-01,0.000000000000000000e+00
7.853029228163448394e-01,-4.956337190890873212e-01,4.114160964137964296e-03,-2.439910878585728193e-01,-5.551006820351653964e-02,9.158886161875233467e-03,-1.202776112234852923e-01,2.206602568989936564e-01,9.703331947045470973e-02,8.767857006308990564e-02,1.632752505069864357e-01,1.570083009922356443e-01,0.000000000000000000e+00
7.843583232625275237e-01,-4.923089564514859795e-01,5.732236689455218540e-03,-2.591296981320693193e-01,-1.294383518059924465e-02,-5.886211710846481898e-02,-1.081639347349862279e-01,2.320848213582609176e-01,1.970333194704547153e-01,1.216365932525244331e-01,2.611963084486366160e-01,2.195122939733941958e-01,0.000000000000000000e+00
7.833096174958433799e-01,-4.915397987572116545e-01,5.244233029947792564e-03,-2.728750282514241232e-01,-3.845829253237990214e-02,-8.010066481652131087e-03,-1.468285455962069219e-01,2.414127240647232220e-01,2.284561235993338157e-01,9.864310176062442148e-02,2.756190401491627751e-01,2.135188749098471117e-01,0.000000000000000000e+00
7.822662809740257295e-01,-4.881771877883091526e-01,6.716319087591901722e-03,-2.838842843212636691e-01,-5.721803519945053984e-02,5.697068372871498532e-02,-2.063553805224037918e-01,2.490566902521586801e-01,3.284561235993338491e-01,1.258195370828389947e-01,3.756190401491628084e-01,2.745213785183581723e-01,0.000000000000000000e+00
7.811273794191275766e-01,-4.875021710676302189e-01,6.006027439173989430e-03,-2.945150509583556175e-01,-3.824412671412000253e-02,1.071202820581684118e-02,-1.923497965205017146e-01,2.553810932427197367e-01,3.578625743025382056e-01,9.551551594822810243e-02,3.865632972255969579e-01,2.626795510105175979e-01,0.000000000000000000e+00
7.795638049461305341e-01,-4.844453690889240494e-01,6.797700924261609358e-03,-3.031622582906006169e-01,1.458893470271444004e-02,-8.564480289513104472e-02,-1.620744797026142103e-01,2.605997469726846760e-01,4.578625743025381833e-01,1.033094448102000601e-01,4.683426346960907205e-01,3.029455476254171442e-01,0.000000000000000000e+00
7.783991029255442617e-01,-4.838932961931642907e-01,5.923971908631319588e-03,-3.117374820190710327e-01,-9.108300870496119361e-04,-5.926732643485979612e-02,-1.861667359558247248e-01,2.649182239679731543e-01,4.839061934728472458e-01,6.796177053359518661e-02,4.755058211116313660e-01,2.864783061035805489e-01,0.000000000000000000e+00
7.771912261368599806e-01,-4.832465861758960535e-01,5.085874480866776730e-03,-3.194942292006562878e-01,-1.981082213809179371e-02,-2.483398383800474590e-02,-2.148781268643310260e-01,2.684743715094467520e-01,5.131399539199932303e-01,3.336611585042222744e-02,4.851592630895797953e-01,2.714629698896049992e-01,0.000000000000000000e+00
