7.837682359283812961e-01,-4.990815222309770705e-01,-9.430462836146492455e-04,-4.046582174552928318e-02,-1.858869031858189833e-04,-4.664952578246736939e-03,-8.566074295235105371e-03,3.654379131935279329e-02,4.057962942012996455e-02,-4.126593787034117666e-02,1.415764728999089825e-02,-1.484395574020196118e-02,0.000000000000000000e+00
7.879440189379159909e-01,-5.001682188764721149e-01,2.415211170923500621e-03,-1.404658217455292957e-01,-1.001858869031858196e-01,9.533504742175326341e-02,-1.085660742952351127e-01,1.365437913193527919e-01,-5.942037057987004101e-02,5.873406212965882889e-02,4.954092802017069641e-02,8.515604425979804437e-02,0.000000000000000000e+00
7.877772562302273185e-01,-4.999660391472259269e-01,2.575124832662698156e-03,-1.752961349750817577e-01,-8.154506240718628618e-02,5.136584997666731461e-02,-9.647672468783023703e-02,1.660255332458210331e-01,-5.203752880923225715e-02,6.212866546392135231e-02,5.422045852932903809e-02,9.125395885553994058e-02,0.000000000000000000e+00
7.872444089344557971e-01,-4.991493044941024970e-01,2.854560991691801504e-03,-2.028911879116981065e-01,-4.947519073573315718e-02,-1.756020750753235077e-02,-7.292842066018265235e-02,1.886621588495096258e-01,-2.338456549881303553e-02,6.607803620148328116e-02,7.423568672934638402e-02,1.038410647035037937e-01,0.000000000000000000e+00
7.860327472861087239e-01,-4.962567030645105293e-01,4.329887997188199347e-03,-2.248784948605510314e-01,-7.872653505416689346e-02,6.282489125398726948e-02,-1.374046272118226164e-01,2.063934898988503686e-01,7.261187755082257334e-02,1.000751312510636537e-01,1.505904567426167850e-01,1.574798327894492145e-01,0.000000000000000000e+00
7.851538428453340712e-01,-4.955411963508737361e-01,4.026571012212338402e-03,-2.435516509357702197e-01,-5.510470618543262394e-02,8.703832645312048477e-03,-1.202604143857253644e-01,2.205011377072888246e-01,1.010365895232637479e-01,8.391659106390871037e-02,1.647676651488183819e-01,1.555687961685340015e-01,0.000000000000000000e+00
7.842254375270323319e-01,-4.921897042106137543e-01,5.632026864972960491e-03,-2.585079000038564834e-01,-1.329135189230057357e-02,-5.724009308545410790e-02,-1.094826651642201998e-01,2.318617384348299892e-01,2.010365895232637534e-01,1.169866355908945610e-01,2.642672840019382741e-01,2.182383372367418528e-01,0.000000000000000000e+00
7.831106975629251732e-01,-4.913781061879666789e-01,5.102214711149752682e-03,-2.720627628945225807e-01,-3.916743577605441562e-02,-5.439982179490626679e-03,-1.487469128694011711e-01,2.411260072752036132e-01,2.342627466333611352e-01,9.221914968019835623e-02,2.794229195886154815e-01,2.115413728494657808e-01,0.000000000000000000e+00
7.819760009881415730e-01,-4.880146114016623571e-01,6.756983078107496425e-03,-2.827542697172183428e-01,-4.841495016969780268e-02,4.254222367471793831e-02,-2.008020940076248873e-01,2.487036283665114145e-01,3.342627466333611408e-01,1.233780880024392956e-01,3.794229195886155148e-01,2.794883685436347909e-01,0.000000000000000000e+00
7.807079980704435540e-01,-4.871529273477215316e-01,6.068392896834522154e-03,-2.931143339027002526e-01,-2.239156792967653825e-02,-1.752494966383968955e-02,-1.800535756656422570e-01,2.549623090316406326e-01,3.702780391146636707e-01,9.270347954868723983e-02,3.948832174040775023e-01,2.693687547557232498e-01,0.000000000000000000e+00
7.789686201747533234e-01,-4.849168603251580167e-01,6.139826931422506101e-03,-3.018735606991069798e-01,-6.347255203959455139e-02,7.833451479320087396e-02,-2.480980311312798725e-01,2.601128475425132924e-01,4.509375475766314589e-01,8.110227216154938801e-02,4.473464947148557691e-01,2.859637785197758908e-01,0.000000000000000000e+00
7.777180723482496338e-01,-4.843278678937219528e-01,5.193929360140720972e-03,-3.101864530645695450e-01,-5.318126505332024939e-02,4.934184146614738198e-02,-2.426300388139217279e-01,2.643491732392963534e-01,4.788078314358445997e-01,4.292853435806320839e-02,4.549447401233787103e-01,2.680620791669796610e-01,0.000000000000000000e+00
7.764012730067364476e-01,-4.835955723030442299e-01,4.302487750752842510e-03,-3.176497947551757406e-01,-3.673318720837646933e-02,8.270316506715960636e-03,-2.312047988818445310e-01,2.678227892825269518e-01,5.115039639578878861e-01,5.897431288528050264e-03,4.662948622672068999e-01,2.523769864756597592e-01,0.000000000000000000e+00
7.745740524397148885e-01,-4.806412405893835671e-01,4.713577567456933050e-03,-3.236136351595247929e-01,2.713283865692112107e-03,-6.169405002338464172e-02,-2.138478166701474892e-01,2.706537139781373114e-01,6.115039639578878639e-01,1.554202344238250939e-03,5.419618019544690801e-01,2.829411113915448750e-01,0.000000000000000000e+00
